,Estado,Fecha,Camas,CamasCovid
27035,Nueva York,2021-04-16,40357.0,4636.0
26015,Arizona,2021-04-16,12109.0,578.0
32315,Misisipi,2021-04-16,5560.0,245.0
23212,Misuri,2021-04-16,13676.0,786.0
22498,Montana,2021-04-16,2040.0,50.0
23357,Colorado,2021-04-16,8115.0,590.0
30032,Washington DC,2021-04-16,2681.0,190.0
30767,Hawái,2021-04-16,1916.0,54.0
27270,Carolina del Norte,2021-04-16,18410.0,1165.0
26968,Kentucky,2021-04-16,8885.0,434.0
22753,Oklahoma,2021-04-16,7547.0,296.0
28513,Pensilvania,2021-04-16,27315.0,3111.0
32876,Islas Virgenes,2021-04-16,84.0,3.0
31377,Nuevo México,2021-04-16,3059.0,136.0
29860,Míchigan,2021-04-16,19081.0,4277.0
30702,Nevada,2021-04-16,6504.0,416.0
23269,Wisconsin,2021-04-16,8905.0,362.0
28667,Alaska,2021-04-15,1050.0,41.0
25911,Dakota del Norte,2021-04-15,1753.0,98.0
23854,Nueva York,2021-04-15,40840.0,4699.0
258,Massachusetts,2021-04-15,16291.0,627.0
30436,Washington DC,2021-04-15,2685.0,164.0
21991,Arkansas,2021-04-15,6760.0,193.0
31857,Tennessee,2021-04-15,13633.0,894.0
27599,Ohio,2021-04-15,24048.0,1796.0
22426,Vermont,2021-04-15,860.0,27.0
29520,Míchigan,2021-04-15,19283.0,4205.0
31884,Montana,2021-04-15,2057.0,51.0
28402,Nueva Jersey,2021-04-15,18162.0,2278.0
22681,Nebraska,2021-04-15,2958.0,190.0
26631,Pensilvania,2021-04-15,27410.0,3039.0
31990,Indiana,2021-04-15,12820.0,835.0
29190,Carolina del Norte,2021-04-15,18568.0,1144.0
26068,Idaho,2021-04-15,2231.0,159.0
31963,Alabama,2021-04-15,11757.0,444.0
28171,Delaware,2021-04-15,2494.0,208.0
22762,Dakota del Sur,2021-04-15,1687.0,106.0
26801,Kansas,2021-04-15,5266.0,184.0
22075,Virginia,2021-04-15,13833.0,1049.0
29293,Kentucky,2021-04-15,8769.0,438.0
26054,Washington,2021-04-15,9886.0,677.0
21770,Illinois,2021-04-15,23248.0,2108.0
23121,Wyoming,2021-04-15,801.0,24.0
32757,Minnesota,2021-04-15,8008.0,783.0
28554,Texas,2021-04-15,51162.0,3408.0
26061,Utah,2021-04-15,3858.0,168.0
27740,Rhode Island,2021-04-15,2343.0,180.0
30988,Nuevo Hampshire,2021-04-15,2440.0,133.0
32681,Hawái,2021-04-15,1905.0,53.0
33344,Luisiana,2021-04-15,9395.0,305.0
24420,Arizona,2021-04-15,12058.0,547.0
21654,Misisipi,2021-04-15,5605.0,220.0
25192,carolina del Sur,2021-04-15,8446.0,519.0
29557,Puerto Rico,2021-04-15,6095.0,500.0
25264,Florida,2021-04-15,47013.0,3842.0
29750,Nuevo México,2021-04-15,2991.0,130.0
22485,Georgia,2021-04-15,18214.0,1555.0
24379,Maryland,2021-04-15,9952.0,1476.0
28968,Iowa,2021-04-15,5233.0,237.0
24432,Colorado,2021-04-15,8341.0,589.0
33569,California,2021-04-15,48052.0,2208.0
24469,Oregón,2021-04-15,5235.0,269.0
32607,Nevada,2021-04-15,6448.0,362.0
25212,Misuri,2021-04-15,13898.0,757.0
26322,Connecticut,2021-04-15,6867.0,547.0
26982,Maine,2021-04-15,2345.0,126.0
27996,Wisconsin,2021-04-15,8984.0,365.0
33201,Oklahoma,2021-04-15,7585.0,314.0
31127,Virginia Occidental,2021-04-15,4859.0,274.0
31130,Islas Virgenes,2021-04-15,76.0,3.0
29175,Virginia Occidental,2021-04-14,4953.0,279.0
24502,Maine,2021-04-14,2360.0,121.0
30071,Nevada,2021-04-14,6446.0,363.0
31818,Nuevo Hampshire,2021-04-14,2399.0,135.0
22330,Misisipi,2021-04-14,5579.0,227.0
30230,Pensilvania,2021-04-14,27517.0,3015.0
260,Iowa,2021-04-14,5277.0,321.0
29922,Hawái,2021-04-14,1943.0,55.0
24249,California,2021-04-14,49244.0,2243.0
31391,Montana,2021-04-14,2075.0,59.0
33604,Texas,2021-04-14,50689.0,3491.0
30334,Tennessee,2021-04-14,13504.0,866.0
21749,Illinois,2021-04-14,23369.0,2164.0
27886,Dakota del Sur,2021-04-14,1678.0,109.0
31212,Idaho,2021-04-14,2236.0,158.0
26046,Washington DC,2021-04-14,2649.0,179.0
32228,Utah,2021-04-14,3852.0,159.0
27987,Minnesota,2021-04-14,7995.0,807.0
30521,Alabama,2021-04-14,11814.0,437.0
32951,Nueva York,2021-04-14,41033.0,4814.0
26981,Carolina del Norte,2021-04-14,18548.0,1125.0
26785,Kentucky,2021-04-14,9190.0,446.0
28880,Massachusetts,2021-04-14,16172.0,660.0
23199,Vermont,2021-04-14,860.0,29.0
26818,Alaska,2021-04-14,1053.0,38.0
32587,Colorado,2021-04-14,8308.0,548.0
25293,Arizona,2021-04-14,12102.0,563.0
25688,Ohio,2021-04-14,24236.0,1803.0
33075,Islas Virgenes,2021-04-14,86.0,4.0
31641,carolina del Sur,2021-04-14,8447.0,536.0
23814,Kansas,2021-04-14,5281.0,175.0
22404,Virginia,2021-04-14,13841.0,1053.0
22831,Oklahoma,2021-04-14,7637.0,305.0
259,Delaware,2021-04-14,2535.0,219.0
31858,Florida,2021-04-14,46889.0,3827.0
29353,Connecticut,2021-04-14,6894.0,571.0
33417,Arkansas,2021-04-14,6803.0,203.0
25463,Misuri,2021-04-14,13756.0,797.0
22153,Rhode Island,2021-04-14,2362.0,187.0
33646,Míchigan,2021-04-14,19553.0,4243.0
28556,Georgia,2021-04-14,18189.0,1546.0
29275,Nebraska,2021-04-14,2944.0,176.0
26343,Maryland,2021-04-14,10125.0,1507.0
23407,Nueva Jersey,2021-04-14,18044.0,2343.0
27155,Nuevo México,2021-04-14,2997.0,140.0
24936,Puerto Rico,2021-04-14,5923.0,486.0
29722,Luisiana,2021-04-14,9553.0,326.0
26520,Washington,2021-04-14,9898.0,708.0
33902,Oregón,2021-04-14,5326.0,277.0
25440,Wyoming,2021-04-14,780.0,29.0
29864,Wisconsin,2021-04-14,9100.0,396.0
30635,Dakota del Norte,2021-04-14,1721.0,98.0
32584,Indiana,2021-04-14,12845.0,837.0
23810,Dakota del Norte,2021-04-13,1545.0,99.0
262,Nevada,2021-04-13,6293.0,319.0
26896,Míchigan,2021-04-13,18611.0,4221.0
25678,Wyoming,2021-04-13,682.0,24.0
28031,Nueva York,2021-04-13,36822.0,4875.0
25417,Hawái,2021-04-13,1776.0,56.0
24584,Nuevo México,2021-04-13,2960.0,138.0
32890,Florida,2021-04-13,43258.0,3732.0
30907,Utah,2021-04-13,3200.0,148.0
30945,Rhode Island,2021-04-13,2313.0,190.0
21971,Kansas,2021-04-13,4830.0,171.0
33919,Virginia,2021-04-13,12621.0,1004.0
27210,Iowa,2021-04-13,5061.0,238.0
31408,Ohio,2021-04-13,21518.0,1877.0
26986,Massachusetts,2021-04-13,14160.0,664.0
21779,Nebraska,2021-04-13,2762.0,187.0
23783,Oklahoma,2021-04-13,7128.0,309.0
23785,Connecticut,2021-04-13,6341.0,596.0
29731,Montana,2021-04-13,1832.0,52.0
31539,Wisconsin,2021-04-13,8288.0,367.0
29426,Minnesota,2021-04-13,7613.0,771.0
22123,Virginia Occidental,2021-04-13,4613.0,262.0
23029,Georgia,2021-04-13,16203.0,1500.0
24620,Arizona,2021-04-13,10351.0,521.0
26319,Washington DC,2021-04-13,2631.0,188.0
26789,Carolina del Norte,2021-04-13,16967.0,1112.0
31422,Kentucky,2021-04-13,7724.0,432.0
22983,Puerto Rico,2021-04-13,5678.0,450.0
23486,Tennessee,2021-04-13,13484.0,872.0
26838,Dakota del Sur,2021-04-13,1475.0,110.0
28418,Illinois,2021-04-13,20941.0,2109.0
32663,Misuri,2021-04-13,11963.0,818.0
22580,Maryland,2021-04-13,8773.0,1521.0
31291,Colorado,2021-04-13,7542.0,534.0
26463,Vermont,2021-04-13,859.0,30.0
30510,Idaho,2021-04-13,2014.0,153.0
28294,Arkansas,2021-04-13,5487.0,198.0
30814,Luisiana,2021-04-13,9391.0,309.0
33659,Nueva Jersey,2021-04-13,15641.0,2339.0
23530,Misisipi,2021-04-13,5043.0,232.0
30383,Nuevo Hampshire,2021-04-13,2158.0,129.0
33614,Alabama,2021-04-13,11031.0,405.0
21817,California,2021-04-13,44837.0,2234.0
32026,Maine,2021-04-13,2119.0,124.0
24323,Islas Virgenes,2021-04-13,79.0,4.0
33413,Texas,2021-04-13,49767.0,3553.0
24788,Indiana,2021-04-13,11400.0,883.0
28536,carolina del Sur,2021-04-13,7345.0,525.0
25850,Pensilvania,2021-04-13,25249.0,3009.0
261,Alaska,2021-04-13,864.0,47.0
29664,Delaware,2021-04-13,2001.0,206.0
26331,Oregón,2021-04-13,5130.0,280.0
30198,Washington,2021-04-13,8797.0,704.0
24473,Nuevo Hampshire,2021-04-12,2005.0,132.0
27981,Idaho,2021-04-12,1861.0,136.0
29850,Utah,2021-04-12,2874.0,132.0
27820,Arizona,2021-04-12,9954.0,546.0
32003,Massachusetts,2021-04-12,13576.0,643.0
30357,Florida,2021-04-12,41248.0,3620.0
24711,Washington,2021-04-12,8475.0,706.0
28473,Maine,2021-04-12,2048.0,125.0
23163,Tennessee,2021-04-12,13489.0,902.0
23045,Rhode Island,2021-04-12,2223.0,178.0
25965,Míchigan,2021-04-12,17832.0,4165.0
29437,Alaska,2021-04-12,824.0,52.0
27432,Carolina del Norte,2021-04-12,16555.0,1056.0
26565,Nueva Jersey,2021-04-12,15149.0,2376.0
25716,Oklahoma,2021-04-12,6714.0,309.0
24770,Kentucky,2021-04-12,7360.0,424.0
29424,Colorado,2021-04-12,7136.0,517.0
29051,Ohio,2021-04-12,20140.0,1860.0
25270,California,2021-04-12,42745.0,2162.0
22228,Luisiana,2021-04-12,8865.0,311.0
26660,Kansas,2021-04-12,4573.0,178.0
31952,Arkansas,2021-04-12,5040.0,180.0
24309,Washington DC,2021-04-12,2549.0,200.0
27739,Pensilvania,2021-04-12,23928.0,2931.0
31624,Nueva York,2021-04-12,35673.0,4965.0
30340,Dakota del Norte,2021-04-12,1360.0,98.0
33461,Delaware,2021-04-12,1926.0,206.0
28372,Wyoming,2021-04-12,632.0,23.0
23673,Hawái,2021-04-12,1745.0,51.0
28706,Maryland,2021-04-12,8531.0,1543.0
31061,Misuri,2021-04-12,11561.0,772.0
30587,carolina del Sur,2021-04-12,6916.0,509.0
23684,Montana,2021-04-12,1928.0,52.0
22964,Indiana,2021-04-12,10709.0,884.0
31383,Virginia Occidental,2021-04-12,4350.0,269.0
33197,Georgia,2021-04-12,15505.0,1511.0
30316,Oregón,2021-04-12,4912.0,261.0
33224,Nebraska,2021-04-12,2571.0,186.0
26883,Texas,2021-04-12,46727.0,3513.0
32713,Virginia,2021-04-12,11919.0,1042.0
30914,Illinois,2021-04-12,19946.0,2003.0
25536,Puerto Rico,2021-04-12,5604.0,428.0
26888,Connecticut,2021-04-12,6143.0,619.0
22645,Wisconsin,2021-04-12,7841.0,357.0
27399,Iowa,2021-04-12,4779.0,227.0
33500,Dakota del Sur,2021-04-12,1403.0,104.0
29588,Nuevo México,2021-04-12,2930.0,127.0
23939,Islas Virgenes,2021-04-12,72.0,5.0
21763,Nevada,2021-04-12,6098.0,318.0
27390,Vermont,2021-04-12,815.0,30.0
32415,Misisipi,2021-04-12,4808.0,239.0
22164,Minnesota,2021-04-12,7215.0,787.0
22853,Alabama,2021-04-12,10319.0,421.0
30830,Hawái,2021-04-11,1887.0,60.0
25989,Washington,2021-04-11,9281.0,509.0
21647,Wisconsin,2021-04-11,7852.0,352.0
21638,Iowa,2021-04-11,4791.0,236.0
23931,Montana,2021-04-11,1974.0,56.0
27441,Georgia,2021-04-11,16681.0,1407.0
32761,Wyoming,2021-04-11,705.0,20.0
27664,Dakota del Norte,2021-04-11,1603.0,104.0
27304,Carolina del Norte,2021-04-11,17412.0,1059.0
27040,Alaska,2021-04-11,917.0,44.0
24914,Dakota del Sur,2021-04-11,1519.0,102.0
28112,Illinois,2021-04-11,21323.0,2005.0
31741,Delaware,2021-04-11,2298.0,199.0
31543,Rhode Island,2021-04-11,1923.0,180.0
22824,Arkansas,2021-04-11,6021.0,181.0
27199,Pensilvania,2021-04-11,24985.0,2847.0
28945,Misuri,2021-04-11,12925.0,779.0
25399,Oregón,2021-04-11,5022.0,258.0
32240,Arizona,2021-04-11,11314.0,581.0
30074,Washington DC,2021-04-11,2521.0,189.0
28204,Tennessee,2021-04-11,12966.0,855.0
29813,Ohio,2021-04-11,22031.0,1831.0
23863,Texas,2021-04-11,46865.0,3338.0
25203,Indiana,2021-04-11,11537.0,926.0
23359,Florida,2021-04-11,43801.0,3596.0
33057,Misisipi,2021-04-11,5166.0,227.0
30794,Kansas,2021-04-11,4685.0,173.0
32640,Nueva York,2021-04-11,38313.0,4928.0
26840,Nuevo México,2021-04-11,2911.0,128.0
33422,Utah,2021-04-11,3425.0,125.0
22819,Massachusetts,2021-04-11,15493.0,675.0
29733,Maryland,2021-04-11,9492.0,1531.0
31958,Nuevo Hampshire,2021-04-11,2174.0,130.0
32561,California,2021-04-11,44941.0,2126.0
23091,Míchigan,2021-04-11,19211.0,4014.0
25664,Luisiana,2021-04-11,8627.0,289.0
24174,Colorado,2021-04-11,7474.0,502.0
27111,Kentucky,2021-04-11,8313.0,409.0
31872,Virginia Occidental,2021-04-11,4474.0,279.0
26728,Connecticut,2021-04-11,6563.0,590.0
28914,Vermont,2021-04-11,796.0,28.0
33784,Maine,2021-04-11,2212.0,111.0
23038,Oklahoma,2021-04-11,6887.0,289.0
24874,Alabama,2021-04-11,10687.0,457.0
21777,Islas Virgenes,2021-04-11,67.0,4.0
30484,Puerto Rico,2021-04-11,5477.0,417.0
26382,Minnesota,2021-04-11,7513.0,756.0
29040,Nueva Jersey,2021-04-11,16730.0,2342.0
29724,Virginia,2021-04-11,12545.0,1044.0
31864,Idaho,2021-04-11,2018.0,149.0
23957,Nebraska,2021-04-11,2748.0,192.0
23160,Nevada,2021-04-11,5829.0,296.0
21706,carolina del Sur,2021-04-11,8179.0,549.0
26377,Maine,2021-04-10,2272.0,106.0
28638,Carolina del Norte,2021-04-10,17488.0,1039.0
31062,Idaho,2021-04-10,2063.0,146.0
25193,Washington DC,2021-04-10,2506.0,190.0
27393,Nevada,2021-04-10,6244.0,298.0
26628,Kansas,2021-04-10,4918.0,164.0
22586,Iowa,2021-04-10,4978.0,225.0
22136,Minnesota,2021-04-10,7832.0,719.0
30332,Nueva York,2021-04-10,38512.0,4842.0
26136,Montana,2021-04-10,1970.0,55.0
32848,carolina del Sur,2021-04-10,8300.0,504.0
30129,Míchigan,2021-04-10,19009.0,3999.0
30096,Arizona,2021-04-10,11535.0,556.0
26133,Dakota del Norte,2021-04-10,1656.0,98.0
24236,Maryland,2021-04-10,9669.0,1491.0
26038,Hawái,2021-04-10,1878.0,61.0
28476,Illinois,2021-04-10,21888.0,1864.0
29687,Dakota del Sur,2021-04-10,1568.0,99.0
22145,Nebraska,2021-04-10,2826.0,196.0
26447,Pensilvania,2021-04-10,25767.0,2833.0
30187,Ohio,2021-04-10,22574.0,1589.0
26993,Alabama,2021-04-10,10677.0,449.0
23498,Oregón,2021-04-10,5125.0,246.0
30359,Kentucky,2021-04-10,8539.0,404.0
28860,Virginia,2021-04-10,12922.0,1053.0
33820,Oklahoma,2021-04-10,7120.0,306.0
25119,Washington,2021-04-10,9476.0,498.0
23735,Nuevo México,2021-04-10,2881.0,123.0
24597,Rhode Island,2021-04-10,2218.0,185.0
31820,Florida,2021-04-10,44787.0,3510.0
28642,Misisipi,2021-04-10,5323.0,245.0
31201,Misuri,2021-04-10,13376.0,771.0
32164,Utah,2021-04-10,3462.0,132.0
32489,Nueva Jersey,2021-04-10,16936.0,2384.0
22334,Texas,2021-04-10,48695.0,3368.0
21983,Delaware,2021-04-10,2342.0,191.0
31689,Islas Virgenes,2021-04-10,83.0,4.0
27942,Wisconsin,2021-04-10,8243.0,345.0
29325,Georgia,2021-04-10,16822.0,1425.0
23424,Colorado,2021-04-10,7856.0,504.0
27136,Puerto Rico,2021-04-10,5825.0,366.0
27143,Connecticut,2021-04-10,6656.0,591.0
33903,Massachusetts,2021-04-10,15844.0,653.0
264,Wyoming,2021-04-10,735.0,18.0
32444,Virginia Occidental,2021-04-10,4564.0,289.0
24758,Tennessee,2021-04-10,12976.0,910.0
31208,Nuevo Hampshire,2021-04-10,2222.0,126.0
23685,Indiana,2021-04-10,11586.0,825.0
27707,Luisiana,2021-04-10,8901.0,271.0
263,Alaska,2021-04-10,949.0,49.0
22940,Vermont,2021-04-10,836.0,31.0
33744,California,2021-04-10,45941.0,2156.0
24767,Arkansas,2021-04-10,6274.0,206.0
22606,Texas,2021-04-09,49620.0,3330.0
265,Vermont,2021-04-09,868.0,30.0
24743,Puerto Rico,2021-04-09,5808.0,368.0
25769,Idaho,2021-04-09,2147.0,156.0
33139,Indiana,2021-04-09,12400.0,886.0
30087,Nevada,2021-04-09,6347.0,310.0
33873,Islas Virgenes,2021-04-09,90.0,5.0
23868,Tennessee,2021-04-09,13451.0,841.0
29808,Virginia,2021-04-09,13489.0,1067.0
22552,Iowa,2021-04-09,5156.0,230.0
31265,Florida,2021-04-09,45939.0,3560.0
23289,Kansas,2021-04-09,5164.0,169.0
25354,Luisiana,2021-04-09,9155.0,277.0
26558,Kentucky,2021-04-09,8763.0,406.0
31313,carolina del Sur,2021-04-09,8678.0,525.0
24672,Míchigan,2021-04-09,18982.0,3851.0
31316,Misuri,2021-04-09,13851.0,788.0
30365,Alabama,2021-04-09,11340.0,420.0
33568,Arizona,2021-04-09,11878.0,579.0
32142,Ohio,2021-04-09,23423.0,1654.0
29154,Wyoming,2021-04-09,803.0,25.0
33329,Georgia,2021-04-09,17135.0,1450.0
33825,Dakota del Sur,2021-04-09,1687.0,102.0
27923,Connecticut,2021-04-09,6796.0,595.0
23831,Montana,2021-04-09,2086.0,45.0
31244,Hawái,2021-04-09,1859.0,57.0
26713,Nuevo México,2021-04-09,2963.0,130.0
29566,California,2021-04-09,47365.0,2185.0
22633,Minnesota,2021-04-09,8122.0,715.0
26234,Colorado,2021-04-09,7996.0,484.0
29108,Nebraska,2021-04-09,3023.0,185.0
28412,Pensilvania,2021-04-09,26354.0,2944.0
22207,Delaware,2021-04-09,2436.0,199.0
21805,Carolina del Norte,2021-04-09,17985.0,1038.0
23006,Alaska,2021-04-09,944.0,42.0
26496,Washington,2021-04-09,9643.0,683.0
25845,Utah,2021-04-09,3707.0,139.0
25931,Dakota del Norte,2021-04-09,1678.0,102.0
31305,Virginia Occidental,2021-04-09,4810.0,302.0
30637,Maine,2021-04-09,2343.0,90.0
23259,Massachusetts,2021-04-09,16092.0,643.0
32517,Nuevo Hampshire,2021-04-09,2312.0,120.0
22691,Nueva York,2021-04-09,39982.0,5040.0
28289,Misisipi,2021-04-09,5534.0,251.0
21874,Wisconsin,2021-04-09,8778.0,372.0
27116,Oregón,2021-04-09,5176.0,241.0
21837,Rhode Island,2021-04-09,2039.0,187.0
22213,Arkansas,2021-04-09,6603.0,206.0
30807,Oklahoma,2021-04-09,7448.0,290.0
33620,Maryland,2021-04-09,9886.0,1487.0
25371,Washington DC,2021-04-09,2589.0,185.0
30633,Illinois,2021-04-09,22576.0,1904.0
24162,Nueva Jersey,2021-04-09,17553.0,2434.0
22387,Massachusetts,2021-04-08,16073.0,665.0
31791,Nevada,2021-04-08,6360.0,314.0
32858,Vermont,2021-04-08,874.0,30.0
33495,Arkansas,2021-04-08,6713.0,192.0
22028,Puerto Rico,2021-04-08,5809.0,378.0
33455,Kentucky,2021-04-08,8731.0,409.0
25410,Alaska,2021-04-08,980.0,52.0
22474,Kansas,2021-04-08,5219.0,179.0
21943,Nueva York,2021-04-08,40284.0,5175.0
22163,Misuri,2021-04-08,13941.0,818.0
29554,Islas Virgenes,2021-04-08,93.0,6.0
26078,Indiana,2021-04-08,12447.0,788.0
33108,Misisipi,2021-04-08,5529.0,244.0
31378,Hawái,2021-04-08,1851.0,57.0
29319,Oregón,2021-04-08,5251.0,251.0
25459,Wyoming,2021-04-08,810.0,25.0
25917,Ohio,2021-04-08,23453.0,1693.0
24398,Dakota del Norte,2021-04-08,1708.0,93.0
22980,Virginia Occidental,2021-04-08,4805.0,308.0
28803,Georgia,2021-04-08,17309.0,1479.0
27023,Virginia,2021-04-08,13543.0,1073.0
31190,Idaho,2021-04-08,2210.0,163.0
24617,Minnesota,2021-04-08,7986.0,702.0
266,Delaware,2021-04-08,2457.0,211.0
267,Nuevo Hampshire,2021-04-08,2343.0,108.0
27308,Carolina del Norte,2021-04-08,18236.0,1038.0
25549,Florida,2021-04-08,46165.0,3495.0
33886,Iowa,2021-04-08,5212.0,235.0
26388,Dakota del Sur,2021-04-08,1669.0,97.0
31468,Luisiana,2021-04-08,9231.0,271.0
29098,Míchigan,2021-04-08,19013.0,3750.0
31494,Rhode Island,2021-04-08,2308.0,181.0
24049,Alabama,2021-04-08,11402.0,422.0
26128,California,2021-04-08,47588.0,2178.0
24446,Utah,2021-04-08,3689.0,138.0
33776,Texas,2021-04-08,50660.0,3378.0
26683,Nueva Jersey,2021-04-08,17717.0,2453.0
31381,Wisconsin,2021-04-08,8767.0,357.0
26328,Colorado,2021-04-08,8342.0,490.0
32010,Maine,2021-04-08,2319.0,92.0
26370,Maryland,2021-04-08,9965.0,1487.0
30017,Nuevo México,2021-04-08,3059.0,122.0
29449,Montana,2021-04-08,2067.0,38.0
28189,Illinois,2021-04-08,22581.0,1856.0
30131,carolina del Sur,2021-04-08,8709.0,509.0
21704,Nebraska,2021-04-08,3071.0,191.0
29686,Connecticut,2021-04-08,6793.0,600.0
29251,Oklahoma,2021-04-08,7519.0,291.0
29851,Arizona,2021-04-08,12218.0,617.0
25589,Pensilvania,2021-04-08,26254.0,2902.0
33731,Washington DC,2021-04-08,2593.0,193.0
22312,Washington,2021-04-08,9725.0,632.0
24224,Tennessee,2021-04-08,13340.0,934.0
24458,Nuevo Hampshire,2021-04-07,2321.0,114.0
29118,Pensilvania,2021-04-07,26471.0,2976.0
27280,Dakota del Sur,2021-04-07,1671.0,97.0
27046,Connecticut,2021-04-07,6852.0,597.0
24693,Arkansas,2021-04-07,6548.0,202.0
21594,Idaho,2021-04-07,2238.0,160.0
32355,Texas,2021-04-07,49412.0,3419.0
29773,Indiana,2021-04-07,12720.0,805.0
22619,Luisiana,2021-04-07,9279.0,284.0
24066,Washington DC,2021-04-07,2591.0,212.0
33028,Rhode Island,2021-04-07,2252.0,193.0
29420,Tennessee,2021-04-07,13263.0,946.0
22881,Utah,2021-04-07,3675.0,142.0
30283,Islas Virgenes,2021-04-07,84.0,6.0
26244,Maine,2021-04-07,2328.0,100.0
25457,Kentucky,2021-04-07,8619.0,411.0
27410,Nueva Jersey,2021-04-07,17604.0,2459.0
31035,Virginia Occidental,2021-04-07,4688.0,305.0
31450,Iowa,2021-04-07,5205.0,231.0
25148,Washington,2021-04-07,9876.0,461.0
33631,California,2021-04-07,47414.0,2322.0
268,Dakota del Norte,2021-04-07,1631.0,87.0
32396,Nebraska,2021-04-07,2996.0,176.0
21836,Arizona,2021-04-07,12102.0,599.0
27174,Georgia,2021-04-07,17104.0,1443.0
22720,Wisconsin,2021-04-07,8826.0,356.0
30646,Wyoming,2021-04-07,805.0,28.0
26426,Illinois,2021-04-07,22529.0,1855.0
28441,Vermont,2021-04-07,891.0,27.0
28497,Nevada,2021-04-07,6331.0,330.0
24974,Virginia,2021-04-07,13593.0,1120.0
24314,Misuri,2021-04-07,13712.0,833.0
31093,Nuevo México,2021-04-07,3085.0,101.0
32042,Massachusetts,2021-04-07,16266.0,672.0
32808,Alaska,2021-04-07,1006.0,43.0
33375,Oklahoma,2021-04-07,7552.0,318.0
25812,Puerto Rico,2021-04-07,5514.0,351.0
23513,carolina del Sur,2021-04-07,8026.0,461.0
29951,Colorado,2021-04-07,8336.0,495.0
28993,Alabama,2021-04-07,11497.0,417.0
29984,Maryland,2021-04-07,9926.0,1478.0
30797,Oregón,2021-04-07,5278.0,239.0
30346,Montana,2021-04-07,1886.0,47.0
33217,Carolina del Norte,2021-04-07,18245.0,1095.0
24886,Míchigan,2021-04-07,18918.0,3613.0
23856,Florida,2021-04-07,45779.0,3467.0
30470,Hawái,2021-04-07,1848.0,59.0
22085,Minnesota,2021-04-07,7988.0,669.0
21979,Ohio,2021-04-07,23423.0,1627.0
29180,Kansas,2021-04-07,5217.0,195.0
33807,Delaware,2021-04-07,2443.0,202.0
25183,Nueva York,2021-04-07,40410.0,5227.0
26653,Misisipi,2021-04-07,5534.0,237.0
28685,Oklahoma,2021-04-06,6852.0,341.0
23223,Arizona,2021-04-06,10333.0,590.0
22799,Alaska,2021-04-06,859.0,44.0
26357,Wyoming,2021-04-06,676.0,25.0
22826,Virginia,2021-04-06,12475.0,1111.0
31260,Oregón,2021-04-06,5034.0,238.0
29888,Colorado,2021-04-06,7558.0,458.0
26111,Luisiana,2021-04-06,8962.0,290.0
24888,Washington,2021-04-06,8859.0,488.0
28778,Montana,2021-04-06,1826.0,42.0
23094,carolina del Sur,2021-04-06,7878.0,521.0
24747,Idaho,2021-04-06,2008.0,167.0
23253,Alabama,2021-04-06,11172.0,405.0
32353,Islas Virgenes,2021-04-06,75.0,5.0
26105,Maryland,2021-04-06,8664.0,1455.0
21936,Puerto Rico,2021-04-06,5369.0,339.0
25667,Utah,2021-04-06,3123.0,147.0
30933,Minnesota,2021-04-06,7389.0,622.0
33406,Indiana,2021-04-06,10878.0,794.0
24426,Nevada,2021-04-06,6271.0,320.0
28027,Iowa,2021-04-06,4955.0,225.0
31380,Hawái,2021-04-06,1703.0,62.0
32699,Connecticut,2021-04-06,6139.0,595.0
33741,Pensilvania,2021-04-06,24348.0,2889.0
26953,Nuevo México,2021-04-06,2943.0,95.0
31107,Míchigan,2021-04-06,17946.0,3528.0
23809,Virginia Occidental,2021-04-06,4538.0,327.0
22173,Wisconsin,2021-04-06,8074.0,344.0
22480,Washington DC,2021-04-06,2515.0,190.0
33758,Rhode Island,2021-04-06,2269.0,192.0
31931,Delaware,2021-04-06,1970.0,194.0
32687,Nuevo Hampshire,2021-04-06,2051.0,111.0
26823,Kentucky,2021-04-06,7718.0,410.0
33162,Nueva York,2021-04-06,35794.0,5245.0
26924,California,2021-04-06,44182.0,2361.0
22296,Illinois,2021-04-06,20157.0,1776.0
29483,Nueva Jersey,2021-04-06,15362.0,2455.0
27695,Georgia,2021-04-06,15610.0,1371.0
26732,Dakota del Sur,2021-04-06,1459.0,88.0
22291,Misuri,2021-04-06,11769.0,810.0
22539,Arkansas,2021-04-06,5548.0,187.0
23928,Florida,2021-04-06,43183.0,3498.0
28560,Vermont,2021-04-06,838.0,29.0
269,Massachusetts,2021-04-06,14239.0,688.0
28116,Maine,2021-04-06,2189.0,97.0
30149,Kansas,2021-04-06,4823.0,181.0
27689,Dakota del Norte,2021-04-06,1362.0,86.0
23556,Nebraska,2021-04-06,2699.0,164.0
25864,Misisipi,2021-04-06,4952.0,250.0
31557,Tennessee,2021-04-06,13291.0,926.0
30266,Carolina del Norte,2021-04-06,16707.0,1029.0
25743,Ohio,2021-04-06,20774.0,1510.0
27806,Texas,2021-04-06,48133.0,3494.0
24744,Puerto Rico,2021-04-05,5076.0,303.0
26230,Nueva Jersey,2021-04-05,14632.0,2405.0
23122,Maryland,2021-04-05,8316.0,1461.0
23625,Wyoming,2021-04-05,587.0,21.0
28405,Pensilvania,2021-04-05,22787.0,2715.0
28175,Nevada,2021-04-05,6029.0,336.0
27857,Vermont,2021-04-05,773.0,24.0
33602,Kansas,2021-04-05,4508.0,171.0
24860,Washington DC,2021-04-05,2386.0,183.0
