,Estado,Fecha,Camas,CamasCovid
37317,Wisconsin,2022-03-25,8391.0,250.0
35622,California,2022-03-25,50652.0,1959.0
34210,Nebraska,2022-03-24,3465.0,104.0
42119,Indiana,2022-03-24,12669.0,366.0
44187,Idaho,2022-03-24,2268.0,88.0
41497,Dakota del Sur,2022-03-24,1567.0,64.0
496,Islas Virgenes,2022-03-24,97.0,2.0
39047,California,2022-03-24,50503.0,1955.0
38880,Maine,2022-03-24,2456.0,104.0
33978,Samoa Estadounidense,2022-03-24,78.0,3.0
37858,Misuri,2022-03-24,14097.0,616.0
43472,Washington,2022-03-24,10139.0,555.0
36264,Ohio,2022-03-24,23424.0,723.0
44636,Míchigan,2022-03-24,17840.0,524.0
36900,Kentucky,2022-03-24,8816.0,327.0
39270,Virginia,2022-03-24,13272.0,386.0
39727,Oklahoma,2022-03-24,7408.0,249.0
38836,Alaska,2022-03-24,1413.0,32.0
46257,Kansas,2022-03-24,5182.0,144.0
35173,Delaware,2022-03-24,2490.0,93.0
37289,Washington DC,2022-03-24,2780.0,81.0
36417,Arizona,2022-03-24,13113.0,468.0
46455,Nueva York,2022-03-24,38539.0,1192.0
40705,Nevada,2022-03-24,6760.0,152.0
37104,Dakota del Norte,2022-03-24,1766.0,62.0
45604,carolina del Sur,2022-03-24,8855.0,162.0
38705,Nueva Jersey,2022-03-24,16455.0,380.0
46411,Arkansas,2022-03-24,6552.0,202.0
37326,Nuevo México,2022-03-24,3251.0,128.0
44854,Utah,2022-03-24,4475.0,109.0
39540,Illinois,2022-03-24,22408.0,546.0
46324,Massachusetts,2022-03-24,15890.0,261.0
36835,Wisconsin,2022-03-24,9323.0,277.0
40379,Vermont,2022-03-24,935.0,15.0
34475,Iowa,2022-03-24,5038.0,80.0
34778,Texas,2022-03-24,50135.0,1685.0
38150,Hawái,2022-03-24,1937.0,40.0
41638,Carolina del Norte,2022-03-24,18273.0,995.0
45800,Virginia Occidental,2022-03-24,4817.0,214.0
38095,Tennessee,2022-03-24,14446.0,397.0
43067,Alabama,2022-03-24,11231.0,256.0
40937,Pensilvania,2022-03-24,26674.0,768.0
35494,Rhode Island,2022-03-24,1773.0,47.0
42488,Colorado,2022-03-24,8063.0,170.0
36099,Nuevo Hampshire,2022-03-24,2384.0,37.0
42000,Georgia,2022-03-24,18158.0,709.0
36956,Luisiana,2022-03-24,9284.0,83.0
35512,Maryland,2022-03-24,9715.0,304.0
36035,Wyoming,2022-03-24,805.0,11.0
44894,Florida,2022-03-24,47276.0,1212.0
41065,Connecticut,2022-03-24,6331.0,133.0
37170,Puerto Rico,2022-03-24,6042.0,58.0
40823,Minnesota,2022-03-24,7961.0,301.0
45455,Montana,2022-03-24,2041.0,36.0
34973,Misisipi,2022-03-24,5713.0,131.0
43121,Oregón,2022-03-24,5362.0,279.0
42445,Tennessee,2022-03-23,14545.0,445.0
35068,Míchigan,2022-03-23,18090.0,531.0
34880,Utah,2022-03-23,4416.0,109.0
40962,Maryland,2022-03-23,9759.0,337.0
45927,Massachusetts,2022-03-23,15955.0,258.0
39857,Florida,2022-03-23,47401.0,1263.0
37538,Connecticut,2022-03-23,6302.0,140.0
44440,Alabama,2022-03-23,11271.0,272.0
40231,Oregón,2022-03-23,5436.0,305.0
40092,Misuri,2022-03-23,14223.0,625.0
44299,Carolina del Norte,2022-03-23,18340.0,1010.0
42081,Georgia,2022-03-23,18015.0,768.0
38446,Pensilvania,2022-03-23,26538.0,748.0
44499,Nuevo México,2022-03-23,3246.0,123.0
40198,Dakota del Sur,2022-03-23,1582.0,71.0
41553,Montana,2022-03-23,1959.0,36.0
40746,Washington,2022-03-23,10052.0,575.0
46186,Wyoming,2022-03-23,804.0,12.0
497,Samoa Estadounidense,2022-03-23,68.0,4.0
35592,Nuevo Hampshire,2022-03-23,2428.0,29.0
36023,Idaho,2022-03-23,2285.0,93.0
34914,Virginia Occidental,2022-03-23,4835.0,207.0
36624,Ohio,2022-03-23,23519.0,790.0
36507,Arizona,2022-03-23,13135.0,510.0
45757,Iowa,2022-03-23,5061.0,77.0
43574,California,2022-03-23,50524.0,1991.0
35587,Dakota del Norte,2022-03-23,1776.0,66.0
37464,Virginia,2022-03-23,13333.0,424.0
34271,Luisiana,2022-03-23,9266.0,110.0
37687,Nueva York,2022-03-23,38634.0,1237.0
44574,Texas,2022-03-23,50406.0,1683.0
42056,Indiana,2022-03-23,12662.0,369.0
40901,Colorado,2022-03-23,8114.0,186.0
43663,Oklahoma,2022-03-23,7505.0,227.0
39061,Alaska,2022-03-23,1396.0,40.0
43096,Misisipi,2022-03-23,5701.0,146.0
38634,Wisconsin,2022-03-23,9373.0,299.0
41845,Arkansas,2022-03-23,6662.0,226.0
36879,Delaware,2022-03-23,3626.0,94.0
34331,Puerto Rico,2022-03-23,5875.0,47.0
41088,Nevada,2022-03-23,6783.0,172.0
35649,carolina del Sur,2022-03-23,8704.0,162.0
45312,Nebraska,2022-03-23,3423.0,113.0
39434,Nueva Jersey,2022-03-23,16583.0,410.0
41770,Kansas,2022-03-23,5140.0,164.0
43825,Vermont,2022-03-23,951.0,16.0
41019,Hawái,2022-03-23,1925.0,41.0
34269,Washington DC,2022-03-23,2767.0,107.0
39837,Illinois,2022-03-23,22286.0,561.0
38367,Kentucky,2022-03-23,9141.0,375.0
37572,Maine,2022-03-23,2466.0,109.0
43602,Minnesota,2022-03-23,8005.0,300.0
498,Islas Virgenes,2022-03-23,95.0,2.0
45374,Rhode Island,2022-03-23,1785.0,49.0
42398,Puerto Rico,2022-03-22,5697.0,49.0
37306,Virginia,2022-03-22,12443.0,465.0
43205,Alaska,2022-03-22,1241.0,38.0
44167,Maine,2022-03-22,2198.0,102.0
46460,Misisipi,2022-03-22,5118.0,168.0
37249,Florida,2022-03-22,44579.0,1284.0
40647,Islas Virgenes,2022-03-22,99.0,2.0
39383,Pensilvania,2022-03-22,24178.0,829.0
40717,Oregón,2022-03-22,5284.0,287.0
35302,Arkansas,2022-03-22,5724.0,203.0
36668,Misuri,2022-03-22,12388.0,645.0
45618,Texas,2022-03-22,46145.0,1759.0
43360,Hawái,2022-03-22,1823.0,41.0
39152,Nebraska,2022-03-22,3070.0,129.0
45915,Carolina del Norte,2022-03-22,16668.0,995.0
38944,Arizona,2022-03-22,11564.0,503.0
39737,Dakota del Sur,2022-03-22,1486.0,65.0
38477,Nueva York,2022-03-22,35129.0,1298.0
41592,Wisconsin,2022-03-22,8471.0,303.0
44885,Vermont,2022-03-22,956.0,15.0
43815,Oklahoma,2022-03-22,6584.0,267.0
41955,Luisiana,2022-03-22,9133.0,131.0
36600,Idaho,2022-03-22,2060.0,94.0
44406,Kansas,2022-03-22,4833.0,160.0
42506,Washington DC,2022-03-22,2723.0,79.0
40926,Nuevo Hampshire,2022-03-22,2239.0,28.0
35836,Kentucky,2022-03-22,7843.0,385.0
499,Samoa Estadounidense,2022-03-22,66.0,1.0
40144,Rhode Island,2022-03-22,1747.0,52.0
500,Wyoming,2022-03-22,685.0,12.0
38377,Nevada,2022-03-22,6096.0,183.0
43074,Tennessee,2022-03-22,13158.0,454.0
36301,carolina del Sur,2022-03-22,8003.0,172.0
42741,Míchigan,2022-03-22,17322.0,552.0
45110,Iowa,2022-03-22,4812.0,68.0
34830,Connecticut,2022-03-22,5835.0,131.0
38108,Massachusetts,2022-03-22,14061.0,262.0
39946,Georgia,2022-03-22,16330.0,763.0
37761,Virginia Occidental,2022-03-22,4732.0,229.0
35520,Utah,2022-03-22,3774.0,120.0
39075,Alabama,2022-03-22,10767.0,286.0
37569,Illinois,2022-03-22,19743.0,528.0
34875,Ohio,2022-03-22,20536.0,755.0
34806,Washington,2022-03-22,9213.0,577.0
43589,Nueva Jersey,2022-03-22,14503.0,442.0
39482,Delaware,2022-03-22,3170.0,115.0
35052,Nuevo México,2022-03-22,3090.0,127.0
45679,Colorado,2022-03-22,7049.0,188.0
35789,Dakota del Norte,2022-03-22,1467.0,74.0
43375,Montana,2022-03-22,1661.0,36.0
38896,Minnesota,2022-03-22,7680.0,300.0
43164,California,2022-03-22,47449.0,2053.0
34459,Maryland,2022-03-22,8470.0,339.0
40955,Indiana,2022-03-22,11125.0,342.0
39550,Washington DC,2022-03-21,2599.0,89.0
42829,Maine,2022-03-21,2124.0,110.0
39587,Vermont,2022-03-21,910.0,19.0
41438,Arkansas,2022-03-21,5629.0,211.0
38149,Misuri,2022-03-21,11773.0,619.0
39017,Puerto Rico,2022-03-21,5726.0,36.0
38652,Hawái,2022-03-21,1886.0,47.0
39079,Wyoming,2022-03-21,669.0,16.0
39930,Nevada,2022-03-21,5901.0,204.0
42019,Misisipi,2022-03-21,4897.0,151.0
43468,Kentucky,2022-03-21,7488.0,384.0
44268,Alaska,2022-03-21,1306.0,44.0
36769,Carolina del Norte,2022-03-21,16296.0,983.0
34461,Nuevo Hampshire,2022-03-21,2152.0,31.0
43335,California,2022-03-21,45646.0,2096.0
37089,Texas,2022-03-21,43537.0,1760.0
34533,Idaho,2022-03-21,1973.0,87.0
46283,Florida,2022-03-21,43055.0,1333.0
42485,Alabama,2022-03-21,10317.0,299.0
45417,Colorado,2022-03-21,6805.0,186.0
41804,Luisiana,2022-03-21,8796.0,127.0
44582,Illinois,2022-03-21,18863.0,575.0
38937,Maryland,2022-03-21,8239.0,376.0
34723,Arizona,2022-03-21,11307.0,504.0
39842,Tennessee,2022-03-21,12798.0,459.0
35723,Nueva York,2022-03-21,34392.0,1271.0
38559,Iowa,2022-03-21,4582.0,78.0
44920,carolina del Sur,2022-03-21,7706.0,178.0
42991,Washington,2022-03-21,8957.0,583.0
37690,Nebraska,2022-03-21,2952.0,133.0
38412,Massachusetts,2022-03-21,13563.0,285.0
36495,Connecticut,2022-03-21,5593.0,127.0
34792,Ohio,2022-03-21,19483.0,807.0
40889,Delaware,2022-03-21,1988.0,97.0
502,Islas Virgenes,2022-03-21,90.0,2.0
41113,Rhode Island,2022-03-21,1707.0,56.0
42044,Oklahoma,2022-03-21,6199.0,269.0
501,Samoa Estadounidense,2022-03-21,77.0,6.0
45690,Míchigan,2022-03-21,16461.0,572.0
41109,Wisconsin,2022-03-21,7803.0,251.0
41189,Indiana,2022-03-21,10550.0,355.0
43943,Virginia,2022-03-21,12335.0,503.0
36031,Pensilvania,2022-03-21,23125.0,850.0
43775,Nueva Jersey,2022-03-21,13885.0,434.0
34603,Utah,2022-03-21,3475.0,126.0
43321,Nuevo México,2022-03-21,2951.0,131.0
38516,Virginia Occidental,2022-03-21,4543.0,249.0
35935,Minnesota,2022-03-21,7355.0,323.0
35652,Georgia,2022-03-21,15658.0,764.0
39419,Kansas,2022-03-21,4608.0,156.0
45746,Oregón,2022-03-21,5198.0,296.0
36721,Dakota del Sur,2022-03-21,1350.0,60.0
40314,Dakota del Norte,2022-03-21,1388.0,74.0
46533,Montana,2022-03-21,1644.0,41.0
41652,Carolina del Norte,2022-03-20,17520.0,1024.0
39936,Vermont,2022-03-20,897.0,20.0
35391,Maryland,2022-03-20,9303.0,341.0
36171,Delaware,2022-03-20,2475.0,108.0
34165,Nevada,2022-03-20,6419.0,204.0
503,Samoa Estadounidense,2022-03-20,59.0,3.0
45396,Misuri,2022-03-20,13157.0,610.0
40586,Luisiana,2022-03-20,8667.0,117.0
34981,Nebraska,2022-03-20,3156.0,122.0
35864,Wyoming,2022-03-20,715.0,15.0
36057,Arkansas,2022-03-20,6390.0,222.0
45169,Florida,2022-03-20,44247.0,1358.0
42171,Georgia,2022-03-20,17239.0,798.0
39992,Washington DC,2022-03-20,2571.0,77.0
44825,carolina del Sur,2022-03-20,8260.0,198.0
46142,California,2022-03-20,48492.0,2118.0
36921,Iowa,2022-03-20,4508.0,85.0
38033,Tennessee,2022-03-20,13767.0,450.0
43237,Ohio,2022-03-20,21507.0,821.0
36222,Nuevo México,2022-03-20,2926.0,160.0
45582,Nueva Jersey,2022-03-20,15681.0,459.0
46035,Virginia Occidental,2022-03-20,4450.0,246.0
41868,Dakota del Sur,2022-03-20,1412.0,55.0
34336,Texas,2022-03-20,46511.0,1863.0
41636,Misisipi,2022-03-20,5365.0,160.0
37951,Maine,2022-03-20,2313.0,112.0
42116,Alaska,2022-03-20,1329.0,42.0
44583,Illinois,2022-03-20,20648.0,594.0
43001,Connecticut,2022-03-20,6117.0,127.0
39158,Hawái,2022-03-20,1938.0,57.0
40076,Kentucky,2022-03-20,8198.0,388.0
38698,Montana,2022-03-20,1655.0,46.0
39867,Nueva York,2022-03-20,37118.0,1238.0
45007,Oklahoma,2022-03-20,6668.0,271.0
35251,Indiana,2022-03-20,11709.0,395.0
41274,Arizona,2022-03-20,12447.0,538.0
44065,Utah,2022-03-20,4033.0,129.0
37056,Dakota del Norte,2022-03-20,1625.0,76.0
45879,Idaho,2022-03-20,2151.0,90.0
37235,Puerto Rico,2022-03-20,5515.0,39.0
45846,Virginia,2022-03-20,12555.0,469.0
36773,Colorado,2022-03-20,7522.0,210.0
42296,Nuevo Hampshire,2022-03-20,2253.0,34.0
36609,Oregón,2022-03-20,5346.0,310.0
35123,Rhode Island,2022-03-20,1707.0,56.0
43333,Washington,2022-03-20,9582.0,561.0
43964,Massachusetts,2022-03-20,15307.0,270.0
43478,Wisconsin,2022-03-20,8125.0,258.0
36415,Minnesota,2022-03-20,7573.0,309.0
45028,Alabama,2022-03-20,10455.0,313.0
35717,Islas Virgenes,2022-03-20,95.0,1.0
39553,Míchigan,2022-03-20,17121.0,603.0
41000,Pensilvania,2022-03-20,25227.0,842.0
37455,Kansas,2022-03-20,4611.0,154.0
45609,Misuri,2022-03-19,13535.0,646.0
45601,Virginia,2022-03-19,12698.0,466.0
45454,Illinois,2022-03-19,21425.0,535.0
41893,Ohio,2022-03-19,22138.0,826.0
45451,Nebraska,2022-03-19,3230.0,137.0
37396,Kentucky,2022-03-19,8300.0,387.0
37751,Connecticut,2022-03-19,6177.0,116.0
44654,Misisipi,2022-03-19,5362.0,155.0
39710,Hawái,2022-03-19,1962.0,63.0
37743,Carolina del Norte,2022-03-19,17706.0,1055.0
44823,Dakota del Sur,2022-03-19,1434.0,55.0
44579,Samoa Estadounidense,2022-03-19,54.0,2.0
44976,Minnesota,2022-03-19,7738.0,324.0
41600,Arizona,2022-03-19,12727.0,521.0
37782,Alabama,2022-03-19,10643.0,312.0
37629,Nuevo México,2022-03-19,3030.0,156.0
41575,Maryland,2022-03-19,9527.0,329.0
45792,Virginia Occidental,2022-03-19,4577.0,256.0
45486,Florida,2022-03-19,44847.0,1339.0
41547,Colorado,2022-03-19,7787.0,196.0
45689,Massachusetts,2022-03-19,15595.0,284.0
41630,Vermont,2022-03-19,888.0,26.0
45249,Nueva York,2022-03-19,37364.0,1236.0
37612,Pensilvania,2022-03-19,25052.0,884.0
43045,Rhode Island,2022-03-19,1738.0,66.0
43319,Dakota del Norte,2022-03-19,1657.0,69.0
38566,California,2022-03-19,49513.0,2200.0
40893,Wyoming,2022-03-19,746.0,15.0
35721,Indiana,2022-03-19,12001.0,367.0
42683,Utah,2022-03-19,4320.0,131.0
39291,Alaska,2022-03-19,1366.0,44.0
504,Islas Virgenes,2022-03-19,100.0,2.0
39549,Iowa,2022-03-19,4779.0,80.0
34146,Wisconsin,2022-03-19,8342.0,265.0
38868,Texas,2022-03-19,47578.0,1936.0
41022,Oregón,2022-03-19,5408.0,313.0
43355,Idaho,2022-03-19,2189.0,94.0
38169,Maine,2022-03-19,2340.0,109.0
36653,Nevada,2022-03-19,6526.0,190.0
34097,Arkansas,2022-03-19,6635.0,241.0
34084,Washington DC,2022-03-19,2607.0,78.0
34077,Montana,2022-03-19,1667.0,53.0
39517,Nueva Jersey,2022-03-19,15957.0,479.0
35569,Luisiana,2022-03-19,8758.0,131.0
40770,Kansas,2022-03-19,4775.0,170.0
36461,Nuevo Hampshire,2022-03-19,2307.0,33.0
35117,Tennessee,2022-03-19,13663.0,471.0
40410,carolina del Sur,2022-03-19,8430.0,195.0
36977,Georgia,2022-03-19,17734.0,815.0
34894,Míchigan,2022-03-19,17594.0,624.0
42196,Delaware,2022-03-19,2492.0,116.0
38447,Oklahoma,2022-03-19,6892.0,276.0
34352,Puerto Rico,2022-03-19,5871.0,36.0
38214,Washington,2022-03-19,9794.0,549.0
37504,Alaska,2022-03-18,1447.0,39.0
37156,Kansas,2022-03-18,4937.0,190.0
34644,Carolina del Norte,2022-03-18,18059.0,1085.0
44151,Tennessee,2022-03-18,14113.0,507.0
45321,Misuri,2022-03-18,13907.0,692.0
38617,Puerto Rico,2022-03-18,5994.0,44.0
45739,Washington DC,2022-03-18,2750.0,78.0
35986,Delaware,2022-03-18,2565.0,119.0
36696,Montana,2022-03-18,1704.0,44.0
37826,Colorado,2022-03-18,8068.0,210.0
35644,Wisconsin,2022-03-18,8684.0,288.0
35925,Misisipi,2022-03-18,5584.0,159.0
39427,Ohio,2022-03-18,22813.0,858.0
36644,Arizona,2022-03-18,13114.0,541.0
42213,Nevada,2022-03-18,6604.0,213.0
41110,Texas,2022-03-18,49077.0,2002.0
42869,Oklahoma,2022-03-18,7090.0,300.0
44623,Vermont,2022-03-18,873.0,17.0
34520,Pensilvania,2022-03-18,26481.0,924.0
39377,Míchigan,2022-03-18,17924.0,647.0
43525,Arkansas,2022-03-18,6902.0,251.0
43005,Idaho,2022-03-18,2263.0,90.0
45758,Virginia Occidental,2022-03-18,4750.0,282.0
37149,Illinois,2022-03-18,22160.0,564.0
40796,Wyoming,2022-03-18,794.0,15.0
43782,carolina del Sur,2022-03-18,8713.0,217.0
35931,Virginia,2022-03-18,13378.0,490.0
45867,Massachusetts,2022-03-18,15864.0,272.0
37987,Georgia,2022-03-18,18331.0,876.0
505,Samoa Estadounidense,2022-03-18,59.0,1.0
36891,Nueva Jersey,2022-03-18,16528.0,476.0
45143,Nuevo México,2022-03-18,3112.0,156.0
38112,Utah,2022-03-18,4532.0,145.0
35202,Maine,2022-03-18,2408.0,120.0
34992,Alabama,2022-03-18,11124.0,351.0
44314,Dakota del Norte,2022-03-18,1735.0,74.0
40538,Indiana,2022-03-18,12649.0,371.0
35242,Nueva York,2022-03-18,38288.0,1325.0
44497,Maryland,2022-03-18,9662.0,338.0
506,Islas Virgenes,2022-03-18,101.0,2.0
43309,Luisiana,2022-03-18,9336.0,149.0
34422,Kentucky,2022-03-18,8774.0,417.0
46189,Oregón,2022-03-18,5521.0,333.0
34923,Washington,2022-03-18,10050.0,583.0
40334,Rhode Island,2022-03-18,1787.0,50.0
46327,Iowa,2022-03-18,4937.0,92.0
41279,Nebraska,2022-03-18,3423.0,145.0
46333,Dakota del Sur,2022-03-18,1543.0,73.0
39108,Nuevo Hampshire,2022-03-18,2363.0,41.0
42036,Connecticut,2022-03-18,6360.0,127.0
41969,Minnesota,2022-03-18,8098.0,341.0
39031,Florida,2022-03-18,46118.0,1467.0
35416,Hawái,2022-03-18,1989.0,60.0
38874,California,2022-03-18,51200.0,2299.0
507,Samoa Estadounidense,2022-03-17,64.0,3.0
43225,California,2022-03-17,51189.0,2377.0
35909,Pensilvania,2022-03-17,26506.0,945.0
34903,Georgia,2022-03-17,18345.0,905.0
35025,Carolina del Norte,2022-03-17,18156.0,1139.0
39834,Arizona,2022-03-17,13194.0,598.0
37422,Alaska,2022-03-17,1461.0,46.0
37197,Illinois,2022-03-17,22257.0,605.0
40312,Rhode Island,2022-03-17,1989.0,47.0
37479,Virginia,2022-03-17,13355.0,519.0
43648,carolina del Sur,2022-03-17,8741.0,212.0
40301,Nuevo Hampshire,2022-03-17,2394.0,45.0
39359,Washington DC,2022-03-17,2760.0,90.0
41861,Kentucky,2022-03-17,8875.0,455.0
35161,Dakota del Sur,2022-03-17,1582.0,81.0
45296,Vermont,2022-03-17,911.0,17.0
45623,Nevada,2022-03-17,6637.0,209.0
39334,Tennessee,2022-03-17,14289.0,539.0
44777,Iowa,2022-03-17,5084.0,104.0
35356,Islas Virgenes,2022-03-17,101.0,1.0
34152,Maryland,2022-03-17,9675.0,367.0
42323,Minnesota,2022-03-17,8085.0,349.0
38608,Hawái,2022-03-17,1980.0,63.0
39308,Míchigan,2022-03-17,17968.0,685.0
37287,Nueva Jersey,2022-03-17,16491.0,466.0
35648,Connecticut,2022-03-17,6292.0,124.0
44916,Nebraska,2022-03-17,3502.0,145.0
34363,Indiana,2022-03-17,12710.0,409.0
46013,Kansas,2022-03-17,5100.0,197.0
36313,Virginia Occidental,2022-03-17,4805.0,278.0
36362,Alabama,2022-03-17,11191.0,378.0
40134,Wisconsin,2022-03-17,8999.0,319.0
42762,Oklahoma,2022-03-17,7181.0,327.0
46200,Colorado,2022-03-17,8222.0,227.0
36655,Massachusetts,2022-03-17,15853.0,287.0
36669,Nuevo México,2022-03-17,3092.0,163.0
44361,Montana,2022-03-17,1723.0,51.0
46548,Arkansas,2022-03-17,6965.0,276.0
39743,Ohio,2022-03-17,23116.0,879.0
42772,Nueva York,2022-03-17,38536.0,1290.0
44308,Texas,2022-03-17,49249.0,2125.0
41302,Utah,2022-03-17,4517.0,151.0
40044,Luisiana,2022-03-17,9391.0,159.0
41401,Idaho,2022-03-17,2309.0,93.0
40057,Puerto Rico,2022-03-17,6034.0,42.0
42144,Washington,2022-03-17,10079.0,642.0
35946,Dakota del Norte,2022-03-17,1752.0,80.0
46136,Wyoming,2022-03-17,813.0,14.0
40685,Delaware,2022-03-17,2504.0,119.0
46056,Oregón,2022-03-17,5565.0,352.0
43843,Florida,2022-03-17,46518.0,1496.0
44384,Misuri,2022-03-17,14173.0,735.0
34260,Misisipi,2022-03-17,5643.0,171.0
36254,Maine,2022-03-17,2414.0,128.0
39202,Idaho,2022-03-16,2324.0,98.0
46314,Wisconsin,2022-03-16,8378.0,275.0
508,Islas Virgenes,2022-03-16,102.0,2.0
41833,Dakota del Norte,2022-03-16,1759.0,83.0
39831,Nuevo México,2022-03-16,3126.0,162.0
35212,Ohio,2022-03-16,23350.0,905.0
40272,Washington,2022-03-16,10148.0,639.0
45931,Hawái,2022-03-16,1970.0,66.0
41315,Luisiana,2022-03-16,9263.0,165.0
34378,Arizona,2022-03-16,12974.0,577.0
46172,Montana,2022-03-16,1728.0,57.0
45491,Indiana,2022-03-16,12665.0,436.0
44938,Nueva York,2022-03-16,39034.0,1383.0
34368,Colorado,2022-03-16,8207.0,218.0
38010,Nebraska,2022-03-16,3410.0,137.0
43242,Carolina del Norte,2022-03-16,18388.0,1195.0
38757,Kentucky,2022-03-16,9130.0,463.0
41587,Utah,2022-03-16,4524.0,153.0
34275,Pensilvania,2022-03-16,26714.0,948.0
36928,Maryland,2022-03-16,9687.0,348.0
39576,Maine,2022-03-16,2426.0,125.0
37757,Misuri,2022-03-16,14147.0,754.0
42236,Illinois,2022-03-16,22310.0,606.0
44223,Oklahoma,2022-03-16,7176.0,328.0
36508,Virginia Occidental,2022-03-16,4787.0,291.0
37162,Vermont,2022-03-16,904.0,18.0
37516,carolina del Sur,2022-03-16,8745.0,237.0
36979,Georgia,2022-03-16,18203.0,914.0
43992,Virginia,2022-03-16,13373.0,526.0
36466,Dakota del Sur,2022-03-16,1617.0,65.0
43586,Puerto Rico,2022-03-16,5817.0,51.0
42618,Texas,2022-03-16,49238.0,2135.0
43845,Míchigan,2022-03-16,18044.0,672.0
38276,Florida,2022-03-16,46719.0,1535.0
41913,Arkansas,2022-03-16,6970.0,276.0
36153,Kansas,2022-03-16,5093.0,209.0
45742,Nuevo Hampshire,2022-03-16,2419.0,60.0
42227,Iowa,2022-03-16,5087.0,114.0
34557,Connecticut,2022-03-16,6254.0,134.0
43683,California,2022-03-16,51318.0,2468.0
45829,Tennessee,2022-03-16,14175.0,578.0
36002,Nueva Jersey,2022-03-16,16580.0,478.0
41700,Rhode Island,2022-03-16,1968.0,49.0
34823,Wyoming,2022-03-16,744.0,14.0
34088,Misisipi,2022-03-16,5612.0,190.0
40797,Minnesota,2022-03-16,8041.0,334.0
44794,Massachusetts,2022-03-16,15775.0,276.0
39314,Alabama,2022-03-16,11182.0,357.0
41262,Delaware,2022-03-16,2505.0,107.0
43450,Washington DC,2022-03-16,2704.0,110.0
43689,Samoa Estadounidense,2022-03-16,59.0,1.0
42043,Nevada,2022-03-16,6722.0,238.0
36788,Oregón,2022-03-16,5582.0,363.0
36744,Alaska,2022-03-16,1427.0,42.0
34044,Texas,2022-03-15,45329.0,2222.0
37408,Minnesota,2022-03-15,7687.0,356.0
509,Samoa Estadounidense,2022-03-15,57.0,3.0
43056,Carolina del Norte,2022-03-15,16818.0,1174.0
34695,Puerto Rico,2022-03-15,5603.0,51.0
38928,carolina del Sur,2022-03-15,7924.0,249.0
40404,Georgia,2022-03-15,16947.0,947.0
39821,Idaho,2022-03-15,2038.0,98.0
39054,Nueva Jersey,2022-03-15,14227.0,493.0
34524,Delaware,2022-03-15,2012.0,108.0
40783,Míchigan,2022-03-15,17050.0,684.0
45223,Oklahoma,2022-03-15,6415.0,353.0
43098,Dakota del Sur,2022-03-15,1427.0,68.0
37563,Pensilvania,2022-03-15,23967.0,951.0
45064,Virginia,2022-03-15,12595.0,515.0
44945,Kentucky,2022-03-15,7976.0,489.0
38040,Virginia Occidental,2022-03-15,4678.0,285.0
510,Vermont,2022-03-15,906.0,14.0
38552,Alaska,2022-03-15,1294.0,40.0
35849,Wyoming,2022-03-15,666.0,22.0
41025,Wisconsin,2022-03-15,8470.0,343.0
41568,Luisiana,2022-03-15,9282.0,163.0
42238,Arkansas,2022-03-15,5967.0,301.0
36159,Arizona,2022-03-15,11551.0,610.0
39635,Connecticut,2022-03-15,5644.0,140.0
36544,Utah,2022-03-15,3774.0,171.0
44071,Washington,2022-03-15,9363.0,653.0
40077,Montana,2022-03-15,1718.0,53.0
46449,Tennessee,2022-03-15,12927.0,584.0
44241,Hawái,2022-03-15,1914.0,65.0
36793,Iowa,2022-03-15,4861.0,111.0
38155,Massachusetts,2022-03-15,13878.0,290.0
36865,Washington DC,2022-03-15,2663.0,94.0
44490,Nuevo México,2022-03-15,2878.0,155.0
41386,Oregón,2022-03-15,5381.0,360.0
46187,Nebraska,2022-03-15,3060.0,148.0
46032,Misuri,2022-03-15,12344.0,752.0
41408,Colorado,2022-03-15,7246.0,235.0
35795,Indiana,2022-03-15,11189.0,421.0
38504,Nueva York,2022-03-15,34822.0,1407.0
45673,Maine,2022-03-15,2259.0,124.0
35556,Maryland,2022-03-15,8276.0,357.0
37404,Florida,2022-03-15,43856.0,1565.0
34864,Kansas,2022-03-15,4859.0,204.0
43197,Dakota del Norte,2022-03-15,1476.0,93.0
40294,Nevada,2022-03-15,6955.0,252.0
35162,Ohio,2022-03-15,20325.0,875.0
45524,Alabama,2022-03-15,10875.0,375.0
35480,Misisipi,2022-03-15,5045.0,211.0
44797,California,2022-03-15,48401.0,2514.0
45528,Illinois,2022-03-15,20096.0,679.0
35703,Islas Virgenes,2022-03-15,105.0,2.0
35638,Nuevo Hampshire,2022-03-15,2239.0,49.0
36276,Rhode Island,2022-03-15,1955.0,51.0
35899,Delaware,2022-03-14,1896.0,108.0
46024,Misuri,2022-03-14,11594.0,780.0
41327,Nuevo México,2022-03-14,2784.0,163.0
40307,Alabama,2022-03-14,10537.0,419.0
41495,Indiana,2022-03-14,10457.0,418.0
35818,Luisiana,2022-03-14,8879.0,175.0
37385,Texas,2022-03-14,43401.0,2206.0
36911,Wisconsin,2022-03-14,7932.0,297.0
40747,Islas Virgenes,2022-03-14,99.0,2.0
40173,California,2022-03-14,46273.0,2522.0
512,Utah,2022-03-14,3433.0,182.0
46033,Míchigan,2022-03-14,16052.0,712.0
46047,Washington DC,2022-03-14,2636.0,110.0
46167,Nueva York,2022-03-14,33694.0,1449.0
35706,Arizona,2022-03-14,11085.0,655.0
37609,Nebraska,2022-03-14,2832.0,155.0
